"well_name","metric_month","Net_Operating_Profit_to_WI_Owners","Oil_Production_Tax","Oil_Sales_Bbls","Total_Revenue","Total_WI_Expenses","Workover_Cost"
"W.H. New 2H","2024-05-01",21755.46,1588.1,481.99,34461.07,2734.9100000000003,0.0
"W.H. New 2H","2024-06-01",1730.6900000000023,1157.42,354.23,25107.54,16112.150000000001,0.0
"W.H. New 3H","2023-11-01",3533.300000000001,1060.68,327.1,23013.82,12821.91,0.0
"W.H. New 3H","2023-12-01",9182.859999999997,1189.25,405.74,25798.05,9150.61,0.0
"W.H. New 3H","2024-01-01",3625.3099999999995,985.44,326.29,21378.23,11567.11,2513.43
"W.H. New 3H","2024-02-01",9377.08,1148.86,362.59,24925.86,8336.78,0.0
"W.H. New 3H","2024-03-01",10886.500000000002,1258.96,374.79,27317.8,8527.249999999998,0.0
"W.H. New 3H","2024-04-01",8268.929999999998,1131.71,319.03,24559.09,9184.520000000002,0.0
"W.H. New 3H","2024-05-01",16407.89,1224.26,371.56,26565.7,2471.49,0.0
"W.H. New 3H","2024-06-01",-2917.4199999999983,891.93,273.07,19355.29,16672.62,0.0
"Wilson Malone 2H","2023-11-01",-96.89,0.0,0.0,0.0,96.89,0.0
"Wilson Malone 2H","2023-12-01",0.0,0.0,0.0,0.0,0.0,0.0
"Wilson Malone 2H","2024-01-01",0.0,0.0,0.0,0.0,0.0,0.0
"Wilson Malone 2H","2024-02-01",0.0,0.0,0.0,0.0,0.0,0.0
"Wilson Malone 2H","2024-03-01",3506.6600000000008,285.83,85.09,6202.13,895.0,0.0
"Wilson Malone 2H","2024-04-01",0.0,0.0,0.0,0.0,0.0,0.0
"Wilson Malone 2H","2024-05-01",0.0,0.0,0.0,0.0,0.0,0.0
"Wilson Malone 2H","2024-06-01",0.0,0.0,0.0,0.0,0.0,0.0
"Addie Hinds 1H","2024-07-01",8548.79,1159.96,346.62,25170.49,9315.0,0.0
"Addie Hinds 1H","2024-08-01",5711.6500000000015,1113.91,355.18,24167.22,11440.0,0.0
"Addie Hinds 1H","2024-09-01",4657.370000000003,1049.58,366.4,22766.36,11499.92,0.0
"Addie Hinds 1H","2024-10-01",6243.060000000001,996.65,321.34,21620.86,9101.35,0.0
"Addie Hinds 1H","2024-11-01",8572.179999999997,1033.05,345.91,22409.98,7332.260000000001,0.0
"Addie Hinds 1H","2024-12-01",8789.93,986.75,330.65,21405.22,11628.54,0.0
"Addie Hinds 2H","2024-07-01",9176.609999999997,1261.06,376.81,27363.12,10243.25,0.0
"Addie Hinds 2H","2024-08-01",5946.310000000001,1210.94,386.11,26272.45,12699.43,0.0
"Addie Hinds 2H","2024-09-01",4697.77,1139.0,397.64,24706.89,12836.66,0.0
"Addie Hinds 2H","2024-10-01",6641.800000000001,1083.39,349.34,23504.58,10039.49,0.0
"Addie Hinds 2H","2024-11-01",9025.940000000002,1123.12,376.05,24362.11,8263.869999999999,0.0
"Addie Hinds 2H","2024-12-01",9401.6,1072.66,359.47,23269.86,12795.6,0.0
"Briscoe Dickerson 1H","2024-07-01",-16230.239999999996,575.16,171.86,12480.2,24890.219999999998,5218.0
"Briscoe Dickerson 1H","2024-08-01",-827.409999999998,923.15,294.35,20028.49,14725.09,0.0
"Briscoe Dickerson 1H","2024-09-01",-4358.94,100.54,35.1,2180.86,5872.19,0.0
"Briscoe Dickerson 1H","2024-10-01",-8465.35,124.3,40.08,2696.72,10336.61,3288.0
"Briscoe Dickerson 1H","2024-11-01",-6410.750000000002,117.96,39.5,2559.0,8186.450000000002,0.0
"Briscoe Dickerson 1H","2024-12-01",-539.3600000000004,0.0,0.0,0.0,539.3600000000004,0.0
"Briscoe Dickerson 2H","2024-07-01",0.0,0.0,0.0,0.0,0.0,0.0
"Briscoe Dickerson 2H","2024-08-01",0.0,0.0,0.0,0.0,0.0,0.0
"Briscoe Dickerson 2H","2024-09-01",-2985.64,0.0,0.0,0.0,2985.64,0.0
"Briscoe Dickerson 2H","2024-10-01",-2804.7,0.0,0.0,0.0,2804.7,0.0
"Briscoe Dickerson 2H","2024-11-01",0.0,0.0,0.0,0.0,0.0,0.0
"Briscoe Dickerson 2H","2024-12-01",0.0,0.0,0.0,0.0,0.0,0.0
"Carter Unit 7H","2024-07-01",4239.029999999999,1659.05,495.69,35996.02,21307.68,3621.1
"Carter Unit 7H","2024-08-01",11817.109999999999,1641.33,523.34,35610.0,13455.51,0.0
"Carter Unit 7H","2024-09-01",4724.239999999998,1382.52,482.66,29989.21,16559.120000000003,0.0
"Carter Unit 7H","2024-10-01",11547.19,1769.13,570.45,38381.97,15692.799999999997,0.0
"Carter Unit 7H","2024-11-01",6804.859999999999,1395.01,467.11,30261.93,14672.140000000001,0.0
"Carter Unit 7H","2024-12-01",19069.299999999996,1675.03,561.33,36337.49,15593.160000000003,0.0
"Carter Unit 8H","2024-07-01",-840.9200000000019,1253.81,374.64,27205.91,20149.3,0.0
"Carter Unit 8H","2024-08-01",2541.34,1240.5,395.52,26910.72,16557.28,0.0
"Carter Unit 8H","2024-09-01",-3686.109999999997,1044.92,364.8,22665.93,19772.19,0.0
"Carter Unit 8H","2024-10-01",1553.1799999999967,1337.12,431.15,29009.1,19034.800000000003,0.0
"Carter Unit 8H","2024-11-01",-1773.3599999999988,1054.32,353.05,22872.05,18005.789999999997,0.0
"Carter Unit 8H","2024-12-01",8322.459999999995,1266.0,424.26,27463.98,17875.520000000004,0.0
"Conley Hickman 2H","2024-07-01",-17403.35,0.0,0.0,0.0,17403.35,5697.98
"Conley Hickman 2H","2024-08-01",-1504.37,0.0,0.0,0.0,1504.37,0.0
"Conley Hickman 2H","2024-09-01",-1225.0,0.0,0.0,0.0,1225.0,0.0
"Conley Hickman 2H","2024-10-01",-310.09000000000003,0.0,0.0,0.0,310.09000000000003,0.0
"Conley Hickman 2H","2024-11-01",0.0,0.0,0.0,0.0,0.0,0.0
"Conley Hickman 2H","2024-12-01",-3165.79,0.0,0.0,0.0,3165.79,0.0
"Cora Malone 1H","2024-07-01",8004.1600000000035,1814.32,542.12,39368.07,19935.829999999998,0.0
"Cora Malone 1H","2024-08-01",5967.240000000005,1625.02,518.14,35256.16,19054.269999999997,0.0
"Cora Malone 1H","2024-09-01",1633.8200000000033,1432.5,500.11,31073.43,20419.059999999998,0.0
"Cora Malone 1H","2024-10-01",3107.309999999994,1469.14,473.72,31873.56,19513.640000000003,0.0
"Cora Malone 1H","2024-11-01",3557.170000000002,1423.51,476.67,30881.04,18359.159999999996,0.0
"Cora Malone 1H","2024-12-01",13139.799999999996,1491.06,499.68,32346.56,17715.700000000004,0.0
"Cora Malone 3H","2024-07-01",5790.569999999996,1128.47,337.22,24488.8,11589.52,0.0
"Cora Malone 3H","2024-08-01",4571.139999999998,1010.84,322.31,21930.93,10993.380000000003,0.0
"Cora Malone 3H","2024-09-01",2074.2999999999993,891.08,311.09,19329.25,11643.730000000001,0.0
"Cora Malone 3H","2024-10-01",2704.3700000000026,913.8,294.68,19826.77,11366.939999999999,0.0
"Cora Malone 3H","2024-11-01",3363.329999999998,885.49,296.51,19209.29,10269.550000000003,0.0
"Cora Malone 3H","2024-12-01",9177.89,927.51,310.82,20121.03,10015.630000000001,0.0
"Cora Malone 4H","2024-07-01",21115.270000000004,2764.58,826.06,59987.34,21458.519999999997,0.0
"Cora Malone 4H","2024-08-01",16994.03,2476.14,789.53,53721.79,21132.71,0.0
"Cora Malone 4H","2024-09-01",3803.5600000000013,2178.66,760.64,47261.07,29737.739999999994,0.0
"Cora Malone 4H","2024-10-01",7913.860000000001,2238.62,721.83,48567.56,26554.82,0.0
"Cora Malone 4H","2024-11-01",11296.279999999999,2169.08,726.33,47055.17,22099.010000000002,0.0
"Cora Malone 4H","2024-12-01",29538.8,2272.02,761.39,49288.27,17477.45,0.0
"Davis B Wilson 2H","2024-07-01",6299.860000000001,1520.04,454.19,32982.57,17108.239999999998,8496.78
"Davis B Wilson 2H","2024-08-01",11934.57,1158.77,369.48,25140.41,5907.77,0.0
"Davis B Wilson 2H","2024-09-01",10126.88,962.73,336.11,20883.28,4694.08,0.0
"Davis B Wilson 2H","2024-10-01",11537.3,1275.99,411.44,27683.07,8109.610000000001,0.0
"Davis B Wilson 2H","2024-11-01",9211.020000000002,999.28,334.62,21678.06,6173.99,0.0
"Davis B Wilson 2H","2024-12-01",21216.47,1132.66,379.58,24572.13,2223.0000000000005,0.0
"Davis B Wilson 3H","2024-07-01",19343.48,1740.97,520.21,37776.63,7467.090000000001,0.0
"Davis B Wilson 3H","2024-08-01",15170.660000000002,1327.2,423.18,28794.6,5265.1,0.0
"Davis B Wilson 3H","2024-09-01",11099.709999999995,1099.58,383.88,23851.76,5827.88,0.0
"Davis B Wilson 3H","2024-10-01",16978.36,1461.46,471.24,31706.8,5524.1,0.0
"Davis B Wilson 3H","2024-11-01",11931.420000000002,1144.53,383.25,24829.0,5689.879999999998,0.0
"Davis B Wilson 3H","2024-12-01",21703.12,1297.33,434.78,28143.72,5143.27,0.0
"Davis B Wilson 4H","2024-07-01",14266.359999999997,1944.91,581.14,42201.68,15684.630000000001,3671.91
"Davis B Wilson 4H","2024-08-01",14937.4,1482.66,472.75,32167.52,7892.1900000000005,0.0
"Davis B Wilson 4H","2024-09-01",12464.06,1231.83,430.05,26720.47,6499.42,0.0
"Davis B Wilson 4H","2024-10-01",13693.86,1632.65,526.44,35420.85,11444.48,0.0
"Davis B Wilson 4H","2024-11-01",10400.26,1278.6,428.15,27737.41,9285.1,0.0
"Davis B Wilson 4H","2024-12-01",26936.56,1449.29,485.68,31440.4,3054.549999999999,0.0
"Davis B Wilson 5H","2024-07-01",23210.03,2673.4,798.82,58008.96,17959.65,0.0
"Davis B Wilson 5H","2024-08-01",18169.86,2038.01,649.83,44216.36,13210.769999999999,0.0
"Davis B Wilson 5H","2024-09-01",16873.180000000004,1688.51,589.49,36626.62,9120.75,0.0
"Davis B Wilson 5H","2024-10-01",14023.349999999991,2244.21,723.64,48688.82,20531.370000000003,0.0
"Davis B Wilson 5H","2024-11-01",12267.240000000003,1757.51,588.51,38126.87,14791.540000000003,0.0
"Davis B Wilson 5H","2024-12-01",36350.31,1992.15,667.6,43216.88,4874.419999999998,0.0
"Floy Gray 1H","2024-07-01",34552.08000000001,2860.55,854.74,62069.83,10810.56,0.0
"Floy Gray 1H","2024-08-01",34146.75,2786.6,888.52,60457.51,10037.19,0.0
"Floy Gray 1H","2024-09-01",21082.389999999992,1992.75,695.7,43226.13,10508.12,0.0
"Floy Gray 1H","2024-10-01",27980.579999999994,2651.25,854.89,57519.77,14056.39,3355.61
"Floy Gray 1H","2024-11-01",26143.68,2316.12,775.56,50244.9,10576.44,0.0
"Floy Gray 1H","2024-12-01",21897.079999999998,2347.75,786.77,50931.06,26686.23,0.0
"Floy Gray 2H","2024-07-01",13020.709999999995,1226.43,366.46,26611.76,6427.97,0.0
"Floy Gray 2H","2024-08-01",12828.789999999999,1194.72,380.94,25920.5,6114.620000000001,0.0
"Floy Gray 2H","2024-09-01",6981.52,854.37,298.28,18532.73,6562.5599999999995,0.0
"Floy Gray 2H","2024-10-01",10000.91,1136.69,366.52,24660.97,8022.0,1438.92
"Floy Gray 2H","2024-11-01",9310.07,993.01,332.52,21541.95,6433.3,0.0
"Floy Gray 2H","2024-12-01",17524.74,1006.57,337.32,21836.13,3304.8199999999993,0.0
"Floyd Tiller 10H","2024-07-01",11779.789999999994,2319.83,693.11,50332.2,23941.420000000006,0.0
"Floyd Tiller 10H","2024-08-01",5159.5899999999965,1799.43,573.75,39040.04,22547.380000000005,0.0
"Floyd Tiller 10H","2024-09-01",1951.7899999999972,1693.07,591.08,36725.49,24112.33,0.0
"Floyd Tiller 10H","2024-10-01",2533.430000000004,1664.41,536.65,36107.96,23092.529999999995,0.0
"Floyd Tiller 10H","2024-11-01",2677.269999999997,1659.73,555.77,36005.56,22876.079999999998,0.0
"Floyd Tiller 10H","2024-12-01",3468.930000000004,1566.48,524.95,33982.5,28947.089999999997,0.0
"Floyd Tiller 12H","2024-07-01",889.2699999999977,389.66,116.43,8454.99,5092.6500000000015,0.0
"Floyd Tiller 12H","2024-08-01",-560.6699999999983,302.27,96.38,6558.1,5200.529999999999,0.0
"Floyd Tiller 12H","2024-09-01",-766.3300000000017,283.76,99.01,6151.49,5118.330000000001,0.0
"Floyd Tiller 12H","2024-10-01",-684.829999999999,279.55,90.1,6062.27,4973.7699999999995,0.0
"Floyd Tiller 12H","2024-11-01",-978.6900000000014,278.81,93.36,6048.35,5257.8600000000015,0.0
"Floyd Tiller 12H","2024-12-01",-1094.4000000000005,263.31,88.18,5708.51,6539.6,0.0
"Floyd Tiller 1H","2024-07-01",0.0,0.0,0.0,0.0,0.0,0.0
"Floyd Tiller 1H","2024-08-01",0.0,0.0,0.0,0.0,0.0,0.0
"Floyd Tiller 1H","2024-09-01",0.0,0.0,0.0,0.0,0.0,0.0
"Floyd Tiller 1H","2024-10-01",0.0,0.0,0.0,0.0,0.0,0.0
"Floyd Tiller 1H","2024-11-01",0.0,0.0,0.0,0.0,0.0,0.0
"Floyd Tiller 1H","2024-12-01",0.0,0.0,0.0,0.0,0.0,0.0
"Floyd Tiller 3H","2024-07-01",7126.43,1273.33,380.47,27629.48,12482.54,0.0
"Floyd Tiller 3H","2024-08-01",4143.269999999997,933.08,297.48,20241.6,10222.27,0.0
"Floyd Tiller 3H","2024-09-01",2790.25,873.22,304.86,18941.57,10652.68,0.0
"Floyd Tiller 3H","2024-10-01",3636.549999999994,906.88,292.42,19675.1,10327.060000000003,0.0
"Floyd Tiller 3H","2024-11-01",6173.590000000004,1065.3,356.72,23110.08,10227.689999999999,0.0
"Floyd Tiller 3H","2024-12-01",4154.5,875.2,293.3,18986.34,13956.64,0.0
"Floyd Tiller 5H","2024-07-01",4935.3,613.63,183.35,13314.89,4484.97,0.0
"Floyd Tiller 5H","2024-08-01",2273.87,449.72,143.36,9754.68,4627.46,0.0
"Floyd Tiller 5H","2024-09-01",1836.8300000000008,420.81,146.91,9128.16,4621.2,0.0
"Floyd Tiller 5H","2024-10-01",2309.739999999999,437.04,140.92,9481.65,4398.45,0.0
"Floyd Tiller 5H","2024-11-01",3436.1500000000005,513.38,171.91,11137.09,4443.339999999999,0.0
"Floyd Tiller 5H","2024-12-01",2326.2199999999993,421.93,141.34,9149.73,6401.58,0.0
"Floyd Tiller 6H","2024-07-01",11829.33,1191.2,355.93,25847.4,6457.83,0.0
"Floyd Tiller 6H","2024-08-01",7961.76,924.07,294.64,20048.48,6222.469999999999,0.0
"Floyd Tiller 6H","2024-09-01",6785.28,869.43,303.54,18859.51,6557.62,0.0
"Floyd Tiller 6H","2024-10-01",7180.610000000001,854.85,275.59,18542.2,5937.83,0.0
"Floyd Tiller 6H","2024-11-01",6827.240000000002,852.48,285.41,18490.11,6254.32,0.0
"Floyd Tiller 6H","2024-12-01",6133.069999999998,804.74,269.58,17451.25,10513.44,0.0
"Floyd Tiller 7H","2024-07-01",25245.09,2679.53,800.65,58141.93,16018.91,0.0
"Floyd Tiller 7H","2024-08-01",17638.380000000005,2039.14,650.19,44240.95,13759.729999999998,0.0
"Floyd Tiller 7H","2024-09-01",14903.93,1973.75,689.09,42813.92,15481.25,0.0
"Floyd Tiller 7H","2024-10-01",-5236.419999999998,1454.06,468.84,31545.2,27624.159999999996,3986.0
"Floyd Tiller 7H","2024-11-01",11021.289999999999,1650.29,552.61,35800.94,14386.840000000002,0.0
"Floyd Tiller 7H","2024-12-01",27520.1,1826.5,612.11,39623.22,10276.620000000003,0.0
"Floyd Tiller 9H","2024-07-01",12570.380000000001,1297.66,387.74,28157.28,7350.96,1052.82
"Floyd Tiller 9H","2024-08-01",8831.66,950.8,303.17,20628.42,5762.9,0.0
"Floyd Tiller 9H","2024-09-01",7579.379999999999,889.91,310.68,19303.5,6077.620000000001,0.0
"Floyd Tiller 9H","2024-10-01",8814.650000000001,924.21,298.01,20051.04,5371.399999999999,0.0
"Floyd Tiller 9H","2024-11-01",10901.23,1085.66,363.54,23551.82,5761.649999999999,0.0
"Floyd Tiller 9H","2024-12-01",8675.630000000001,892.01,298.9,19349.13,9781.490000000002,0.0
"J.B. Northcutt 2H","2024-07-01",1038.1100000000006,1201.69,359.07,26074.96,17467.55,5613.36
"J.B. Northcutt 2H","2024-08-01",5908.609999999999,1126.52,359.16,24438.36,11435.4,0.0
"J.B. Northcutt 2H","2024-09-01",5646.080000000002,1083.84,378.39,23510.39,11039.21,0.0
"J.B. Northcutt 2H","2024-10-01",6655.540000000003,1188.01,383.07,25774.18,11636.56,0.0
"J.B. Northcutt 2H","2024-11-01",7774.379999999997,1120.26,375.13,24302.64,9473.390000000003,0.0
"J.B. Northcutt 2H","2024-12-01",11288.099999999999,1197.22,401.21,25971.98,13486.66,0.0
"J.B. Northcutt 6H","2024-07-01",272.20000000000255,865.73,258.68,18785.06,13059.779999999999,4035.63
"J.B. Northcutt 6H","2024-08-01",3453.449999999999,811.5,258.75,17606.36,9041.900000000001,0.0
"J.B. Northcutt 6H","2024-09-01",3685.3600000000006,779.83,272.25,16915.76,8319.759999999998,0.0
"J.B. Northcutt 6H","2024-10-01",4502.32,857.01,276.34,18593.23,8693.390000000001,0.0
"J.B. Northcutt 6H","2024-11-01",5255.719999999999,807.07,270.25,17508.32,7169.9400000000005,0.0
"J.B. Northcutt 6H","2024-12-01",7218.839999999998,862.5,289.04,18710.87,10629.53,0.0
"J.B. Northcutt A 3H","2024-07-01",5223.91,1107.89,331.04,24039.59,11974.810000000001,4146.4
"J.B. Northcutt A 3H","2024-08-01",3576.6800000000003,681.63,217.34,14788.49,7003.43,0.0
"J.B. Northcutt A 3H","2024-09-01",8496.01,994.37,347.13,21568.19,6934.289999999999,0.0
"J.B. Northcutt A 3H","2024-10-01",795.9799999999996,521.05,168.01,11304.3,7291.469999999999,0.0
"J.B. Northcutt A 3H","2024-11-01",974.6100000000006,763.08,255.52,16553.84,10868.439999999999,0.0
"J.B. Northcutt A 3H","2024-12-01",12043.810000000001,979.09,328.11,21239.97,8217.07,0.0
"J.L. New 1H","2024-07-01",35119.39,2756.78,823.73,59817.96,10503.24,0.0
"J.L. New 1H","2024-08-01",25658.479999999996,2192.73,699.16,47573.02,10624.789999999999,0.0
"J.L. New 1H","2024-09-01",25144.790000000005,2186.45,763.33,47427.9,11027.48,0.0
"J.L. New 1H","2024-10-01",31883.159999999993,2538.35,818.48,55070.21,10118.09,0.0
"J.L. New 1H","2024-11-01",20718.53,2014.54,674.58,43702.6,12612.67,0.0
"J.L. New 1H","2024-12-01",17662.989999999998,2229.58,747.17,48367.53,28474.96,0.0
"Mary B Johnson 1BH","2024-07-01",26581.85,2241.36,669.65,48629.04,8046.92,0.0
"Mary B Johnson 1BH","2024-08-01",23379.570000000003,2012.07,641.56,43653.43,7706.029999999999,0.0
"Mary B Johnson 1BH","2024-09-01",17782.15,1700.39,593.64,36884.29,8482.92,0.0
"Mary B Johnson 1BH","2024-10-01",19217.060000000005,1954.45,630.2,42402.29,10977.609999999999,2541.73
"Mary B Johnson 1BH","2024-11-01",22783.16,2001.27,670.14,43414.92,8132.500000000001,0.0
"Mary B Johnson 1BH","2024-12-01",22466.25,1855.8,621.87,40256.36,15934.31,0.0
"Mary B Johnson 4H","2024-07-01",7445.59,1094.43,327.02,23747.52,9410.27,0.0
"Mary B Johnson 4H","2024-08-01",7718.070000000002,982.71,313.3,21318.08,7413.150000000001,0.0
"Mary B Johnson 4H","2024-09-01",4151.0599999999995,830.39,289.88,18011.1,8632.83,0.0
"Mary B Johnson 4H","2024-10-01",4742.989999999998,972.43,313.56,21097.23,10231.490000000002,1242.53
"Mary B Johnson 4H","2024-11-01",6723.289999999999,977.48,327.26,21201.6,8325.15,0.0
"Mary B Johnson 4H","2024-12-01",8720.759999999997,906.2,303.68,19658.68,10031.720000000003,0.0
"Mary B Johnson 5H","2024-07-01",7188.120000000001,1003.54,299.86,21775.41,8267.939999999999,0.0
"Mary B Johnson 5H","2024-08-01",6487.100000000001,901.28,287.28,19547.55,7387.29,0.0
"Mary B Johnson 5H","2024-09-01",4053.390000000002,761.14,265.73,16510.49,7665.44,0.0
"Mary B Johnson 5H","2024-10-01",4937.799999999999,874.9,282.1,18980.71,8534.439999999999,1138.68
"Mary B Johnson 5H","2024-11-01",6432.930000000001,896.14,300.08,19440.61,7365.71,0.0
"Mary B Johnson 5H","2024-12-01",6460.02,830.94,278.46,18026.13,10735.170000000002,0.0
"Mary B Johnson 6H","2024-07-01",14298.84,2225.21,664.9,48283.89,19972.77,4694.05
"Mary B Johnson 6H","2024-08-01",18000.32,1997.79,637.0,43343.62,12764.510000000002,0.0
"Mary B Johnson 6H","2024-09-01",11163.949999999997,1694.9,591.6,36758.03,14925.96,0.0
"Mary B Johnson 6H","2024-10-01",11789.320000000007,1839.79,593.19,39912.44,16539.92,2073.41
"Mary B Johnson 6H","2024-11-01",16233.240000000005,1987.37,665.38,43106.81,14363.119999999995,0.0
"Mary B Johnson 6H","2024-12-01",19095.559999999998,1842.5,617.45,39970.39,19032.33,0.0
"Mary B Johnson 7H","2024-07-01",8645.310000000001,1009.6,301.67,21906.88,6903.98,0.0
"Mary B Johnson 7H","2024-08-01",8941.33,906.65,289.01,19665.48,5016.82,0.0
"Mary B Johnson 7H","2024-09-01",7782.14,770.11,268.86,16704.91,4074.7200000000003,0.0
"Mary B Johnson 7H","2024-10-01",3612.390000000005,897.63,289.38,19470.49,10207.339999999997,1146.23
"Mary B Johnson 7H","2024-11-01",7756.950000000002,901.82,301.89,19557.99,6124.88,0.0
"Mary B Johnson 7H","2024-12-01",13073.810000000001,835.96,280.14,18134.97,4225.2,0.0
"Merriweather South 5H","2024-07-01",4953.080000000004,1205.35,360.16,26154.24,13608.859999999999,0.0
"Merriweather South 5H","2024-08-01",12416.27,1634.88,521.29,35470.19,12757.2,0.0
"Merriweather South 5H","2024-09-01",1863.2300000000014,938.82,327.76,20364.77,12589.7,0.0
"Merriweather South 5H","2024-10-01",5679.249999999998,1311.22,422.8,28447.46,14510.19,0.0
"Merriweather South 5H","2024-11-01",3292.6800000000003,1067.96,357.61,23167.73,13149.57,0.0
"Merriweather South 5H","2024-12-01",3031.9199999999983,1282.63,429.83,27824.74,23510.190000000002,0.0
"Mose Baggett A 1H","2024-07-01",11188.370000000003,1510.56,451.36,32777.05,12073.93,0.0
"Mose Baggett A 1H","2024-08-01",7450.250000000002,1118.26,356.56,24261.45,9768.289999999999,0.0
"Mose Baggett A 1H","2024-09-01",-26295.729999999996,919.29,320.94,19940.94,40447.829999999994,29744.94
"Mose Baggett A 1H","2024-10-01",-1559.329999999998,1363.58,439.68,29583.21,22554.709999999995,12433.23
"Mose Baggett A 1H","2024-11-01",6609.289999999999,1092.26,365.75,23695.07,10207.22,0.0
"Mose Baggett A 1H","2024-12-01",8095.890000000001,1111.73,372.56,24117.41,14909.789999999999,0.0
"Moses Baggett 2H","2024-07-01",26650.45,3103.24,927.26,67335.78,21523.95,0.0
"Moses Baggett 2H","2024-08-01",19908.740000000013,2470.51,787.7,53597.8,18436.729999999996,0.0
"Moses Baggett 2H","2024-09-01",-51839.009999999995,1841.74,642.98,39950.29,80420.37,68655.05
"Moses Baggett 2H","2024-10-01",-23284.92,2062.08,664.87,44734.75,55289.4,28697.46
"Moses Baggett 2H","2024-11-01",13997.189999999999,2198.8,736.28,47700.06,20128.73,0.0
"Moses Baggett 2H","2024-12-01",14024.869999999999,2135.22,715.55,46320.5,30160.41,0.0
"Moses Baggett 3H","2024-07-01",12749.750000000002,1868.37,558.27,40541.04,16254.739999999996,0.0
"Moses Baggett 3H","2024-08-01",9229.72,1487.28,474.26,32270.0,13857.320000000002,0.0
"Moses Baggett 3H","2024-09-01",-32092.390000000007,1107.5,386.65,24023.6,49279.50000000001,41313.18
"Moses Baggett 3H","2024-10-01",-19481.729999999996,1241.45,400.3,26933.62,38750.799999999996,17268.69
"Moses Baggett 3H","2024-11-01",5400.819999999996,1323.84,443.3,28718.91,15145.45,0.0
"Moses Baggett 3H","2024-12-01",3380.5300000000025,1285.55,430.81,27888.31,23222.23,0.0
"Moses Watson 1H","2024-07-01",11832.219999999996,1698.79,507.6,36861.27,14328.63,0.0
"Moses Watson 1H","2024-08-01",10449.170000000006,1546.17,492.97,33543.16,13356.59,0.0
"Moses Watson 1H","2024-09-01",6627.659999999996,1551.72,541.73,33659.51,17260.520000000004,3330.43
"Moses Watson 1H","2024-10-01",6449.549999999994,1478.34,476.69,32073.1,16312.930000000002,824.11
"Moses Watson 1H","2024-11-01",11225.229999999996,1621.34,542.92,35172.84,13737.100000000002,0.0
"Moses Watson 1H","2024-12-01",20948.410000000007,1490.58,499.52,32335.99,9896.999999999996,0.0
"Moses Watson 2H","2024-07-01",-17654.219999999994,1148.32,343.12,24916.95,35338.119999999995,19158.45
"Moses Watson 2H","2024-08-01",1149.5600000000013,1045.17,333.23,22674.08,14942.3,0.0
"Moses Watson 2H","2024-09-01",-1006.0999999999985,1048.91,366.19,22752.67,17153.67,1714.68
"Moses Watson 2H","2024-10-01",-1143.7199999999957,999.31,322.22,21680.31,16530.379999999997,424.3
"Moses Watson 2H","2024-11-01",1145.5200000000004,1095.97,366.99,23775.63,15728.14,0.0
"Moses Watson 2H","2024-12-01",6711.879999999997,1007.58,337.66,21858.02,14138.560000000001,0.0
"Moses Watson 3H","2024-07-01",-8868.230000000003,2795.48,835.3,60657.85,51917.77,28050.4
"Moses Watson 3H","2024-08-01",14533.199999999997,2544.17,811.22,55197.82,24641.11,0.0
"Moses Watson 3H","2024-09-01",8434.820000000003,2553.47,891.46,55389.14,30874.899999999998,5480.89
"Moses Watson 3H","2024-10-01",8526.439999999988,2432.72,784.42,52778.57,28930.820000000007,1356.24
"Moses Watson 3H","2024-11-01",15808.389999999992,2668.04,893.41,57879.43,25268.97,0.0
"Moses Watson 3H","2024-12-01",32475.899999999998,2452.85,821.99,53211.19,18282.440000000006,0.0
"Northcutt Dye 1H","2024-07-01",970.21,564.98,168.79,12256.73,7750.909999999999,0.0
"Northcutt Dye 1H","2024-08-01",3358.379999999999,661.41,210.89,14349.91,6852.1,0.0
"Northcutt Dye 1H","2024-09-01",399.82000000000244,513.71,179.35,11143.25,7528.919999999998,0.0
"Northcutt Dye 1H","2024-10-01",735.9200000000028,546.16,176.11,11849.09,7695.179999999998,800.67
"Northcutt Dye 1H","2024-11-01",1908.25,566.71,189.77,12293.74,6839.24,0.0
"Northcutt Dye 1H","2024-12-01",2711.3599999999997,488.0,163.54,10586.42,7387.06,0.0
"Northcutt Dye 2H","2024-07-01",11745.950000000003,1470.6,439.4,31908.27,10958.139999999998,2139.66
"Northcutt Dye 2H","2024-08-01",-29767.299999999996,1181.3,376.66,25629.24,48003.52,40802.81
"Northcutt Dye 2H","2024-09-01",11355.07,1337.35,466.89,29009.41,9286.060000000001,0.0
"Northcutt Dye 2H","2024-10-01",10648.16,1421.82,458.46,30846.84,11300.579999999998,2084.74
"Northcutt Dye 2H","2024-11-01",13778.07,1475.32,494.02,32004.95,8994.57,0.0
"Northcutt Dye 2H","2024-12-01",14117.009999999998,1270.38,425.74,27559.88,12172.490000000002,0.0
"Northcutt Dye 3H","2024-07-01",5189.709999999999,876.92,262.03,19027.85,8349.43,725.82
"Northcutt Dye 3H","2024-08-01",8669.780000000002,1024.43,326.64,22225.88,7144.799999999999,0.0
"Northcutt Dye 3H","2024-09-01",5721.910000000002,883.26,308.36,19159.4,7910.5599999999995,0.0
"Northcutt Dye 3H","2024-10-01",4229.420000000002,847.87,273.39,18394.78,8859.279999999999,1231.2
"Northcutt Dye 3H","2024-11-01",5722.059999999999,879.77,294.6,19085.35,7857.829999999999,0.0
