"well_name","metric_month","Net_Operating_Profit_to_WI_Owners","Oil_Production_Tax","Oil_Sales_Bbls","Total_Revenue","Total_WI_Expenses","Workover_Cost"
"Floyd Tiller 1H","2024-06-01",3505.3100000000004,230.32,70.5,4997.34,41.43,0.0
"Floyd Tiller 3H","2023-11-01",-3282.6900000000005,724.01,223.27,15708.95,14431.43,0.0
"Floyd Tiller 3H","2023-12-01",10644.319999999998,933.5,318.49,20250.14,3727.2600000000007,0.0
"Floyd Tiller 3H","2024-01-01",-2132.3300000000017,908.25,300.73,19703.64,16116.150000000001,0.0
"Floyd Tiller 3H","2024-02-01",9007.430000000002,1195.26,377.24,25932.6,9397.319999999998,0.0
"Floyd Tiller 3H","2024-03-01",13111.190000000004,1396.66,415.78,30305.68,8397.119999999997,0.0
"Floyd Tiller 3H","2024-04-01",15246.28,1667.26,470.0,36180.89,10431.819999999998,0.0
"Floyd Tiller 3H","2024-05-01",6100.85,1107.1,335.98,24021.45,10947.429999999998,0.0
"Floyd Tiller 3H","2024-06-01",584.7100000000028,982.15,300.65,21310.25,14539.349999999999,0.0
"Floyd Tiller 5H","2023-11-01",-822.9700000000012,348.91,107.6,7570.32,6178.780000000001,0.0
"Floyd Tiller 5H","2023-12-01",4677.920000000001,449.86,153.48,9758.78,2226.25,0.0
"Floyd Tiller 5H","2024-01-01",1101.3399999999983,437.69,144.92,9495.41,5616.540000000001,0.0
"Floyd Tiller 5H","2024-02-01",5070.86,576.01,181.8,12497.22,3770.8599999999997,0.0
"Floyd Tiller 5H","2024-03-01",5632.57,673.07,200.37,14604.65,4700.26,0.0
"Floyd Tiller 5H","2024-04-01",8307.48,803.47,226.5,17435.98,4028.4500000000003,0.0
"Floyd Tiller 5H","2024-05-01",3640.1500000000005,533.55,161.91,11576.11,4549.94,0.0
"Floyd Tiller 5H","2024-06-01",3019.3500000000013,473.31,144.89,10269.65,4246.459999999999,0.0
"Floyd Tiller 6H","2023-11-01",1427.83,933.41,287.85,20252.34,12900.63,0.0
"Floyd Tiller 6H","2023-12-01",13634.58,1122.72,383.04,24354.95,3596.4899999999993,0.0
"Floyd Tiller 6H","2024-01-01",7416.629999999997,1044.36,345.8,22656.53,8612.720000000001,0.0
"Floyd Tiller 6H","2024-02-01",10619.149999999998,1060.9,334.83,23017.63,5665.760000000001,0.0
"Floyd Tiller 6H","2024-03-01",6083.170000000002,755.34,224.86,16389.81,5512.52,0.0
"Floyd Tiller 6H","2024-04-01",-4420.880000000001,517.02,145.75,11219.71,12358.880000000001,0.0
"Floyd Tiller 6H","2024-05-01",11440.75,1263.65,383.52,27420.33,7959.260000000001,0.0
"Floyd Tiller 6H","2024-06-01",7476.500000000002,892.99,273.36,19375.74,6231.949999999999,0.0
"Floyd Tiller 7H","2023-11-01",-6603.580000000002,1048.71,323.41,22754.17,22752.38,0.0
"Floyd Tiller 7H","2023-12-01",15967.710000000005,1990.37,679.06,43176.62,14674.88,0.0
"Floyd Tiller 7H","2024-01-01",6572.0999999999985,1478.29,489.49,32070.15,16188.220000000001,0.0
"Floyd Tiller 7H","2024-02-01",19541.65000000001,2087.69,658.92,45295.15,12604.839999999998,0.0
"Floyd Tiller 7H","2024-03-01",23292.93,1901.54,566.1,41261.04,5990.759999999999,0.0
"Floyd Tiller 7H","2024-04-01",24321.73,2344.29,660.85,50872.97,11783.610000000004,0.0
"Floyd Tiller 7H","2024-05-01",14243.639999999996,1695.95,514.68,36798.38,11872.560000000001,0.0
"Floyd Tiller 7H","2024-06-01",14991.650000000001,1580.35,483.8,34289.91,9344.18,0.0
"Floyd Tiller 9H","2023-11-01",1493.33,737.84,227.54,16009.12,9833.09,0.0
"Floyd Tiller 9H","2023-12-01",11492.650000000003,951.34,324.57,20637.08,3107.8199999999997,0.0
"Floyd Tiller 9H","2024-01-01",7327.069999999998,925.63,306.48,20080.14,6879.580000000002,0.0
"Floyd Tiller 9H","2024-02-01",14073.339999999998,1218.13,384.45,26428.11,4624.65,0.0
"Floyd Tiller 9H","2024-03-01",11633.899999999998,1423.35,423.72,30884.75,10217.09,5686.54
"Floyd Tiller 9H","2024-04-01",21076.65,1699.12,478.98,36872.22,5010.719999999999,0.0
"Floyd Tiller 9H","2024-05-01",11227.43,1128.27,342.39,24480.3,6092.410000000001,0.0
"Floyd Tiller 9H","2024-06-01",10098.23,1000.92,306.4,21717.44,5266.97,0.0
"J.B. Northcutt 2H","2023-11-01",5426.67,1385.42,427.24,30059.8,15907.020000000002,0.0
"J.B. Northcutt 2H","2023-12-01",-12843.93,990.39,337.9,21484.84,28091.92,22116.13
"J.B. Northcutt 2H","2024-01-01",-4865.909999999996,1299.54,430.29,28192.32,24874.269999999997,4320.24
"J.B. Northcutt 2H","2024-02-01",9480.739999999998,1387.16,437.8,30096.13,11878.75,0.0
"J.B. Northcutt 2H","2024-03-01",5226.8200000000015,1152.1,342.97,24998.99,12515.24,0.0
"J.B. Northcutt 2H","2024-04-01",9219.369999999995,1419.92,400.27,30813.5,12649.460000000003,0.0
"J.B. Northcutt 2H","2024-05-01",9919.099999999999,1286.51,390.43,27914.48,9892.11,0.0
"J.B. Northcutt 2H","2024-06-01",-426.4599999999955,1161.14,355.42,25191.91,18305.349999999995,0.0
"J.B. Northcutt 6H","2023-11-01",2019.9100000000035,998.09,307.8,21655.84,13349.489999999998,0.0
"J.B. Northcutt 6H","2023-12-01",6509.369999999999,713.52,243.44,15478.22,4475.6,0.0
"J.B. Northcutt 6H","2024-01-01",-4168.539999999997,936.22,309.99,20310.46,18582.969999999998,3112.42
"J.B. Northcutt 6H","2024-02-01",6146.339999999998,999.34,315.41,21682.02,9241.7,0.0
"J.B. Northcutt 6H","2024-03-01",3366.949999999999,830.0,247.09,18009.9,9414.730000000001,0.0
"J.B. Northcutt 6H","2024-04-01",5952.200000000003,1022.95,288.37,22198.83,9802.539999999999,0.0
"J.B. Northcutt 6H","2024-05-01",6715.630000000003,927.03,281.27,20110.46,7556.839999999998,0.0
"J.B. Northcutt 6H","2024-06-01",1433.2199999999975,836.52,256.05,18148.8,11447.12,0.0
"J.B. Northcutt A 3H","2023-11-01",48.80000000000291,582.45,179.62,12637.63,8992.649999999998,0.0
"J.B. Northcutt A 3H","2023-12-01",14182.999999999998,1099.49,375.12,23851.07,2880.710000000001,0.0
"J.B. Northcutt A 3H","2024-01-01",3467.5099999999984,1138.93,377.11,24708.06,14209.320000000003,1936.38
"J.B. Northcutt A 3H","2024-02-01",3484.9999999999973,601.75,189.92,13055.73,5855.460000000002,0.0
"J.B. Northcutt A 3H","2024-03-01",9099.150000000001,983.96,292.92,21350.65,6176.010000000001,0.0
"J.B. Northcutt A 3H","2024-04-01",9715.390000000003,1053.72,297.04,22866.49,6644.179999999999,0.0
"J.B. Northcutt A 3H","2024-05-01",8454.130000000001,895.3,271.69,19425.18,5443.28,0.0
"J.B. Northcutt A 3H","2024-06-01",2450.6100000000006,698.45,213.78,15152.53,8389.95,0.0
"J.L. New 1H","2023-11-01",8532.580000000002,2367.59,730.13,51370.19,30646.9,0.0
"J.L. New 1H","2023-12-01",27779.749999999996,2166.48,739.15,46997.01,8064.02,0.0
"J.L. New 1H","2024-01-01",34902.44,2878.45,953.08,62445.33,12723.610000000002,0.0
"J.L. New 1H","2024-02-01",30393.61,2380.96,751.46,51657.83,9005.11,0.0
"J.L. New 1H","2024-03-01",30106.16,2320.43,690.78,50350.27,8295.55,0.0
"J.L. New 1H","2024-04-01",42848.35,3017.27,850.56,65477.12,7090.6900000000005,0.0
"J.L. New 1H","2024-05-01",23094.509999999995,2333.6,708.2,50634.45,15523.890000000001,0.0
"J.L. New 1H","2024-06-01",29538.540000000008,2419.99,740.8,52507.75,10508.549999999997,0.0
"Mary B Johnson 1BH","2023-11-01",20557.35,2144.87,661.45,46537.75,12578.769999999999,0.0
"Mary B Johnson 1BH","2023-12-01",25604.45,2076.82,708.56,45051.96,6473.160000000001,0.0
"Mary B Johnson 1BH","2024-01-01",20584.25,2010.64,665.74,43619.13,10473.379999999997,0.0
"Mary B Johnson 1BH","2024-02-01",28657.38,2257.97,712.64,48989.42,6224.23,0.0
"Mary B Johnson 1BH","2024-03-01",28198.659999999996,2179.82,648.92,47336.5,5511.07,0.0
"Mary B Johnson 1BH","2024-04-01",32475.989999999998,2515.71,709.17,54592.89,6400.21,0.0
"Mary B Johnson 1BH","2024-05-01",26913.910000000003,2155.07,653.99,46759.08,6383.33,0.0
"Mary B Johnson 1BH","2024-06-01",17037.160000000003,1776.43,543.7,38537.33,10405.14,2489.91
"Mary B Johnson 4H","2023-11-01",2573.7299999999977,1047.43,323.01,22726.28,13555.529999999999,0.0
"Mary B Johnson 4H","2023-12-01",6936.609999999999,1014.19,346.02,22000.71,8677.52,0.0
"Mary B Johnson 4H","2024-01-01",5675.120000000001,981.88,325.11,21300.99,9442.380000000001,0.0
"Mary B Johnson 4H","2024-02-01",9433.87,1102.66,348.01,23923.52,7544.76,0.0
"Mary B Johnson 4H","2024-03-01",13781.170000000002,1064.49,316.89,23118.13,2628.5899999999992,0.0
"Mary B Johnson 4H","2024-04-01",10460.599999999999,1228.52,346.32,26659.93,8462.45,0.0
"Mary B Johnson 4H","2024-05-01",7966.67,1052.37,319.37,22834.2,8240.79,0.0
"Mary B Johnson 4H","2024-06-01",6186.019999999999,867.35,265.51,18819.3,7171.790000000001,1217.21
"Mary B Johnson 5H","2023-11-01",2408.9800000000014,960.44,296.19,20838.97,12380.57,0.0
"Mary B Johnson 5H","2023-12-01",7753.879999999999,929.97,317.28,20173.66,6563.440000000002,0.0
"Mary B Johnson 5H","2024-01-01",5041.659999999996,900.34,298.11,19532.05,8820.150000000001,0.0
"Mary B Johnson 5H","2024-02-01",8891.02,1011.09,319.11,21936.79,6677.860000000001,0.0
"Mary B Johnson 5H","2024-03-01",10278.900000000001,976.09,290.58,21204.59,4772.799999999999,0.0
"Mary B Johnson 5H","2024-04-01",14629.660000000003,1126.5,317.56,24445.95,2721.89,-4005.26
"Mary B Johnson 5H","2024-05-01",7233.880000000001,964.97,292.85,20937.93,7627.74,0.0
"Mary B Johnson 5H","2024-06-01",3998.4300000000003,795.32,243.46,17256.45,8250.060000000001,1115.47
"Mary B Johnson 6H","2023-11-01",-343.580000000009,2129.65,656.75,46207.47,33137.39000000001,13417.39
"Mary B Johnson 6H","2023-12-01",17539.02,2062.08,703.53,44732.23,14207.530000000002,0.0
"Mary B Johnson 6H","2024-01-01",14729.530000000002,1996.37,661.02,43309.55,16007.490000000002,0.0
"Mary B Johnson 6H","2024-02-01",21424.870000000003,2241.94,707.58,48641.73,13096.54,0.0
"Mary B Johnson 6H","2024-03-01",26532.74,2164.35,644.32,47004.63,6832.189999999999,0.0
"Mary B Johnson 6H","2024-04-01",23955.630000000005,2497.85,704.14,54205.44,14519.159999999998,0.0
"Mary B Johnson 6H","2024-05-01",17516.94000000001,2139.88,649.35,46427.25,15436.579999999996,0.0
"Mary B Johnson 6H","2024-06-01",15451.110000000006,1763.73,539.84,38263.79,11707.999999999995,2031.15
"Mary B Johnson 7H","2023-11-01",3553.2199999999993,966.24,297.97,20964.79,11326.010000000002,0.0
"Mary B Johnson 7H","2023-12-01",8608.800000000001,935.59,319.2,20295.46,5794.939999999999,0.0
"Mary B Johnson 7H","2024-01-01",7228.65,905.77,299.91,19649.98,6716.99,0.0
"Mary B Johnson 7H","2024-02-01",10357.470000000003,1017.19,321.04,22069.24,5305.359999999999,0.0
"Mary B Johnson 7H","2024-03-01",18241.81,981.99,292.33,21329.08,-3101.86,0.0
"Mary B Johnson 7H","2024-04-01",12036.880000000001,1133.3,319.47,24593.55,5419.549999999999,0.0
"Mary B Johnson 7H","2024-05-01",9278.789999999999,970.88,294.62,21064.57,5672.6,0.0
"Mary B Johnson 7H","2024-06-01",13203.640000000001,800.19,244.93,17360.88,-881.0999999999997,1122.86
"Merriweather South 5H","2023-11-01",-3872.8299999999945,1157.84,357.06,25121.89,21702.079999999994,0.0
"Merriweather South 5H","2023-12-01",12444.96,1083.9,369.8,23512.81,4242.080000000001,0.0
"Merriweather South 5H","2024-01-01",2147.9700000000084,1643.59,544.21,35656.37,23157.529999999995,0.0
"Merriweather South 5H","2024-02-01",3911.5499999999956,1190.26,375.66,25824.11,14416.030000000002,0.0
"Merriweather South 5H","2024-03-01",6946.389999999999,1153.47,343.38,25028.62,10816.689999999999,0.0
"Merriweather South 5H","2024-04-01",10437.03,1336.8,376.84,29009.6,10151.449999999999,0.0
"Merriweather South 5H","2024-05-01",13031.280000000002,1660.91,504.05,36038.26,12545.399999999998,0.0
"Merriweather South 5H","2024-06-01",5470.0,1193.33,365.3,25892.39,12906.07,0.0
"Mose Baggett A 1H","2023-11-01",5004.110000000002,1179.24,363.66,25586.25,13154.769999999999,0.0
"Mose Baggett A 1H","2023-12-01",7126.189999999999,1022.85,348.97,22188.39,8621.010000000002,0.0
"Mose Baggett A 1H","2024-01-01",12242.070000000002,1583.83,524.42,34359.75,12143.179999999998,0.0
"Mose Baggett A 1H","2024-02-01",11468.4,1314.61,414.91,28522.28,8774.01,0.0
"Mose Baggett A 1H","2024-03-01",14093.699999999997,1378.6,410.4,29913.64,7136.34,0.0
"Mose Baggett A 1H","2024-04-01",9121.709999999995,1163.58,328.01,25250.6,8799.010000000002,0.0
"Mose Baggett A 1H","2024-05-01",14014.159999999998,1518.49,460.81,32946.63,9368.37,0.0
"Mose Baggett A 1H","2024-06-01",3361.24,1014.22,310.47,22006.05,12256.71,0.0
"Moses Baggett 2H","2023-11-01",11508.37999999999,2596.61,800.76,56339.3,28798.58000000001,0.0
"Moses Baggett 2H","2023-12-01",2417.7100000000064,2220.69,757.64,48172.88,32046.459999999992,0.0
"Moses Baggett 2H","2024-01-01",23931.46,2857.3,946.08,61986.73,20415.700000000004,0.0
"Moses Baggett 2H","2024-02-01",-28903.640000000007,2218.48,700.18,48132.72,63339.39000000001,41414.44
"Moses Baggett 2H","2024-03-01",26826.800000000007,2701.62,804.26,58621.58,15113.249999999996,0.0
"Moses Baggett 2H","2024-04-01",22967.290000000005,2996.01,844.57,65015.9,23547.599999999995,0.0
"Moses Baggett 2H","2024-05-01",15049.030000000002,2827.21,857.99,61344.4,28838.850000000002,4292.82
"Moses Baggett 2H","2024-06-01",19626.910000000003,2558.51,783.2,55513.36,20089.269999999997,0.0
"Moses Baggett 3H","2023-11-01",1405.9799999999996,1563.35,482.11,33920.35,22861.94,0.0
"Moses Baggett 3H","2023-12-01",2246.9400000000023,1337.02,456.16,29003.57,18502.98,0.0
"Moses Baggett 3H","2024-01-01",11663.810000000005,1720.3,569.61,37320.51,15036.41,0.0
"Moses Baggett 3H","2024-02-01",3822.0499999999993,1335.69,421.56,28979.39,16910.71,0.0
"Moses Baggett 3H","2024-03-01",15739.600000000002,1626.57,484.22,35294.45,9511.299999999996,0.0
"Moses Baggett 3H","2024-04-01",10433.100000000002,1803.82,508.49,39144.29,17572.17,0.0
"Moses Baggett 3H","2024-05-01",5316.240000000002,1702.18,516.58,36933.78,21107.389999999996,2584.49
"Moses Baggett 3H","2024-06-01",9541.970000000008,1540.48,471.55,33423.01,14369.929999999993,0.0
"Moses Watson 1H","2023-11-01",5777.409999999996,1623.25,500.58,35219.92,19218.620000000003,0.0
"Moses Watson 1H","2023-12-01",18214.450000000004,1461.11,498.5,31695.56,4280.05,0.0
"Moses Watson 1H","2024-01-01",6443.200000000001,1624.27,537.81,35237.12,18564.81,0.0
"Moses Watson 1H","2024-02-01",16817.409999999996,1988.14,627.48,43135.08,13795.820000000002,0.0
"Moses Watson 1H","2024-03-01",13350.299999999992,1661.68,494.67,36056.34,12239.360000000004,0.0
"Moses Watson 1H","2024-04-01",15049.849999999993,1916.19,540.17,41583.06,14462.310000000003,0.0
"Moses Watson 1H","2024-05-01",11411.660000000002,1764.13,535.38,38277.96,15754.6,0.0
"Moses Watson 1H","2024-06-01",12695.269999999995,1820.38,557.25,39497.84,15336.710000000001,0.0
"Moses Watson 2H","2023-11-01",-7079.940000000002,1097.26,338.38,23807.46,23976.25,0.0
"Moses Watson 2H","2023-12-01",11696.380000000001,987.66,336.97,21425.11,3509.0600000000004,0.0
"Moses Watson 2H","2024-01-01",-12094.07999999999,1097.95,363.54,23819.08,28998.649999999994,0.0
"Moses Watson 2H","2024-02-01",3336.8199999999997,1343.91,424.16,29157.83,17356.75,0.0
"Moses Watson 2H","2024-03-01",-13.589999999996508,1123.24,334.38,24372.84,17311.219999999998,0.0
"Moses Watson 2H","2024-04-01",2258.800000000003,1295.28,365.14,28108.72,17690.449999999997,0.0
"Moses Watson 2H","2024-05-01",-304.55999999999403,1192.49,361.9,25874.58,18668.109999999997,0.0
"Moses Watson 2H","2024-06-01",-29881.95,1230.52,376.68,26699.18,48830.57,30746.15
"Moses Watson 3H","2023-11-01",13529.339999999997,2671.17,823.75,57956.9,27603.21,0.0
"Moses Watson 3H","2023-12-01",30570.839999999997,2404.37,820.31,52157.31,6445.35,0.0
"Moses Watson 3H","2024-01-01",2659.769999999997,2672.85,885.01,57985.21,38492.57000000001,0.0
"Moses Watson 3H","2024-02-01",24105.259999999995,3271.62,1032.56,70981.86,26271.090000000004,0.0
"Moses Watson 3H","2024-03-01",18702.399999999994,2734.42,814.02,59333.29,23407.130000000005,0.0
"Moses Watson 3H","2024-04-01",22090.079999999994,3153.23,888.89,68427.9,26474.25,0.0
"Moses Watson 3H","2024-05-01",15513.389999999992,2903.01,881.0,62989.12,29190.700000000004,0.0
"Moses Watson 3H","2024-06-01",17353.15,2995.56,917.0,64996.68,28775.68,0.0
"Northcutt Dye 1H","2023-11-01",1960.7400000000016,683.22,210.7,14824.04,8559.92,0.0
"Northcutt Dye 1H","2023-12-01",3009.6399999999994,617.21,210.58,13388.91,6492.4400000000005,0.0
"Northcutt Dye 1H","2024-01-01",1369.9199999999973,559.21,185.16,12131.65,7262.070000000001,0.0
"Northcutt Dye 1H","2024-02-01",4353.259999999998,686.18,216.57,14887.52,6239.680000000002,0.0
"Northcutt Dye 1H","2024-03-01",6426.19,602.2,179.27,13066.99,2871.5999999999995,0.0
"Northcutt Dye 1H","2024-04-01",4308.82,699.96,197.32,15189.65,6499.27,0.0
"Northcutt Dye 1H","2024-05-01",3705.4299999999985,674.3,204.64,14630.97,6705.08,0.0
"Northcutt Dye 1H","2024-06-01",2180.129999999999,644.61,197.3,13984.27,7770.200000000001,784.35
"Northcutt Dye 2H","2023-11-01",17534.009999999995,1778.64,548.51,38591.59,9854.769999999999,0.0
"Northcutt Dye 2H","2023-12-01",17224.129999999997,1606.78,548.19,34855.49,7512.639999999999,0.0
"Northcutt Dye 2H","2024-01-01",12968.7,1455.81,482.03,31582.46,9503.419999999998,0.0
"Northcutt Dye 2H","2024-02-01",20576.270000000004,1786.34,563.79,38756.83,7000.8099999999995,0.0
"Northcutt Dye 2H","2024-03-01",20332.02,1567.72,466.7,34017.42,3872.7900000000013,0.0
"Northcutt Dye 2H","2024-04-01",20824.03,1822.21,513.68,39543.39,7312.949999999999,0.0
"Northcutt Dye 2H","2024-05-01",19541.729999999996,1755.42,532.73,38088.96,7560.250000000002,0.0
"Northcutt Dye 2H","2024-06-01",16382.240000000005,1677.89,513.63,36406.03,9522.249999999996,2042.24
"Northcutt Dye 3H","2023-11-01",7679.710000000001,1060.65,327.09,23013.13,8652.98,0.0
"Northcutt Dye 3H","2023-12-01",7570.080000000003,958.16,326.9,20785.2,7181.2,0.0
"Northcutt Dye 3H","2024-01-01",5629.9800000000005,868.14,287.45,18833.41,7770.579999999999,0.0
"Northcutt Dye 3H","2024-02-01",10106.879999999996,1065.24,336.2,23111.67,6338.0700000000015,0.0
"Northcutt Dye 3H","2024-03-01",11295.869999999999,934.87,278.31,20285.44,3138.2400000000007,0.0
"Northcutt Dye 3H","2024-04-01",10414.98,1086.63,306.32,23580.71,6363.849999999999,0.0
"Northcutt Dye 3H","2024-05-01",9474.580000000002,1046.8,317.68,22713.4,6687.0,0.0
"Northcutt Dye 3H","2024-06-01",8135.0700000000015,1000.57,306.29,21709.83,7312.370000000001,1206.11
"R.W. Carter 4BH","2023-11-01",3616.4699999999993,583.55,179.96,12661.55,5575.68,0.0
"R.W. Carter 4BH","2023-12-01",2985.4900000000007,545.32,186.05,11829.52,5602.53,0.0
"R.W. Carter 4BH","2024-01-01",6313.499999999998,825.86,273.45,17916.3,6693.4400000000005,0.0
"R.W. Carter 4BH","2024-02-01",7980.539999999998,893.09,281.87,19376.67,6086.69,0.0
"R.W. Carter 4BH","2024-03-01",5240.280000000001,566.21,168.56,12286.17,3679.39,0.0
"R.W. Carter 4BH","2024-04-01",5987.97,740.23,208.67,16063.67,5674.19,0.0
"R.W. Carter 4BH","2024-05-01",7909.6799999999985,917.79,278.53,19914.17,6547.82,0.0
"R.W. Carter 4BH","2024-06-01",4873.079999999998,683.01,209.08,14819.55,5885.740000000002,0.0
"R.W. Carter 5BH","2023-11-01",2232.0,581.09,179.2,12608.08,6731.280000000001,0.0
"R.W. Carter 5BH","2023-12-01",8276.29,927.27,316.36,20114.96,6023.609999999999,0.0
"R.W. Carter 5BH","2024-01-01",3131.050000000002,612.94,202.95,13297.18,6322.049999999998,0.0
"R.W. Carter 5BH","2024-02-01",8532.339999999997,901.39,284.49,19556.78,5370.830000000002,0.0
"R.W. Carter 5BH","2024-03-01",7520.63,721.78,214.87,15661.66,3613.5199999999995,0.0
"R.W. Carter 5BH","2024-04-01",4834.580000000002,636.4,179.4,13810.42,4983.569999999998,0.0
"R.W. Carter 5BH","2024-05-01",5685.969999999998,743.51,225.64,16132.67,5782.990000000001,0.0
"R.W. Carter 5BH","2024-06-01",8159.0599999999995,853.75,261.35,18524.43,5010.24,0.0
"Salt Flat Field","2023-11-01",0.0,0.0,0.0,0.0,0.0,0.0
"Salt Flat Field","2023-12-01",0.0,0.0,0.0,0.0,0.0,0.0
"Salt Flat Field","2024-01-01",0.0,0.0,0.0,0.0,0.0,0.0
"Salt Flat Field","2024-02-01",0.0,0.0,0.0,0.0,0.0,0.0
"Salt Flat Field","2024-03-01",-25000.0,0.0,0.0,0.0,25000.0,0.0
"Salt Flat Field","2024-04-01",-25000.0,0.0,0.0,0.0,25000.0,0.0
"Salt Flat Field","2024-05-01",0.0,0.0,0.0,0.0,0.0,0.0
"Salt Flat Field","2024-06-01",0.0,0.0,0.0,0.0,0.0,0.0
"Smith B Unit 2H","2023-11-01",-1417.6599999999999,626.86,193.31,13601.16,11065.48,0.0
"Smith B Unit 2H","2023-12-01",2455.84,376.59,128.48,8169.12,3338.66,0.0
"Smith B Unit 2H","2024-01-01",2932.93,403.34,133.55,8750.0,3273.5800000000004,0.0
"Smith B Unit 2H","2024-02-01",-29604.7,831.56,262.45,18041.7,42402.36,35413.46
"Smith B Unit 2H","2024-03-01",6056.169999999998,685.94,204.2,14884.06,4501.59,0.0
"Smith B Unit 2H","2024-04-01",4678.790000000004,761.23,214.59,16519.38,7039.099999999999,0.0
"Smith B Unit 2H","2024-05-01",3588.9299999999994,740.24,224.65,16061.99,7804.44,0.0
"Smith B Unit 2H","2024-06-01",4235.860000000001,726.85,222.46,15767.96,6948.829999999998,0.0
"Smith B Unit 3H","2023-11-01",6168.609999999997,1156.92,356.78,25101.85,11643.95,0.0
"Smith B Unit 3H","2023-12-01",5754.789999999999,695.01,237.12,15076.65,4943.630000000001,0.0
"Smith B Unit 3H","2024-01-01",4512.019999999996,744.38,246.47,16148.72,6947.060000000002,0.0
"Smith B Unit 3H","2024-02-01",16837.280000000002,1534.7,484.37,33297.17,6790.549999999999,0.0
"Smith B Unit 3H","2024-03-01",14284.190000000002,1265.96,376.87,27469.55,5208.389999999999,0.0
"Smith B Unit 3H","2024-04-01",14985.869999999999,1404.91,396.04,30487.64,6648.610000000001,0.0
"Smith B Unit 3H","2024-05-01",11608.619999999999,1366.07,414.61,29643.51,9426.759999999998,0.0
"Smith B Unit 3H","2024-06-01",17170.340000000004,1341.22,410.57,29100.99,3480.0200000000004,0.0
"Smith Heirs Lease","2023-11-01",-700.0,0.0,0.0,0.0,700.0,0.0
"Smith Heirs Lease","2023-12-01",-700.0,0.0,0.0,0.0,700.0,0.0
"Smith Heirs Lease","2024-01-01",-700.0,0.0,0.0,0.0,700.0,0.0
"Smith Heirs Lease","2024-02-01",-1075.0,0.0,0.0,0.0,1075.0,0.0
"Smith Heirs Lease","2024-03-01",-700.0,0.0,0.0,0.0,700.0,0.0
"Smith Heirs Lease","2024-04-01",-343.0,0.0,0.0,0.0,343.0,0.0
"Smith Heirs Lease","2024-05-01",-343.0,0.0,0.0,0.0,343.0,0.0
"Smith Heirs Lease","2024-06-01",-343.0,0.0,0.0,0.0,343.0,0.0
"Smith Northcutt 2H","2023-11-01",798.1200000000026,2381.44,734.4,51670.62,35832.24,0.0
"Smith Northcutt 2H","2023-12-01",30891.83,2717.54,927.16,58951.14,10899.359999999999,0.0
"Smith Northcutt 2H","2024-01-01",29433.809999999998,3426.18,1134.44,74327.95,23258.269999999997,0.0
"Smith Northcutt 2H","2024-02-01",21689.37,2362.07,745.5,51248.13,14641.27,0.0
"Smith Northcutt 2H","2024-03-01",44468.380000000005,3521.02,1048.19,76401.52,9694.210000000001,0.0
"Smith Northcutt 2H","2024-04-01",36763.81999999999,3212.9,905.71,69722.64,12664.179999999998,0.0
"Smith Northcutt 2H","2024-05-01",22815.39,2843.99,863.09,61708.69,20931.120000000003,0.0
"Smith Northcutt 2H","2024-06-01",29569.000000000007,2840.7,869.59,61636.37,14126.269999999995,0.0
"Tiller Briscoe 9H","2023-11-01",-4197.420000000002,1213.29,374.16,26325.0,22880.61,2397.18
"Tiller Briscoe 9H","2023-12-01",-3523.8300000000054,1082.35,369.27,23479.11,20187.160000000003,3891.04
"Tiller Briscoe 9H","2024-01-01",2982.0700000000033,1417.17,469.24,30744.38,18837.339999999997,1348.8
"Tiller Briscoe 9H","2024-02-01",3419.2300000000014,1197.92,378.08,25990.47,15026.42,0.0
"Tiller Briscoe 9H","2024-03-01",27055.85,1992.08,593.03,43225.35,3621.68,0.0
"Tiller Briscoe 9H","2024-04-01",17819.90999999999,2143.87,604.35,46523.59,15198.650000000001,0.0
"Tiller Briscoe 9H","2024-05-01",6715.32,1492.51,452.92,32382.52,16266.84,0.0
"Tiller Briscoe 9H","2024-06-01",12885.510000000002,1490.86,456.38,32348.13,10072.21,1792.52
"W.H. New 1H","2023-11-01",-3855.1499999999996,584.89,180.37,12690.4,12801.21,0.0
"W.H. New 1H","2023-12-01",6643.3399999999965,1054.45,359.75,22873.81,9481.250000000004,0.0
"W.H. New 1H","2024-01-01",-2068.7700000000004,547.31,181.22,11873.45,10438.790000000003,1678.1
"W.H. New 1H","2024-02-01",894.0599999999995,600.38,189.49,13026.17,8288.51,0.0
"W.H. New 1H","2024-03-01",16536.21,1603.58,477.38,34795.75,7992.749999999998,0.0
"W.H. New 1H","2024-04-01",-50806.3,448.28,126.37,9728.11,57664.14,50710.01
"W.H. New 1H","2024-05-01",10112.32,778.54,236.27,16892.69,1796.1,0.0
"W.H. New 1H","2024-06-01",-11822.739999999994,718.51,219.95,15590.01,22812.819999999996,0.0
"W.H. New 2H","2023-11-01",8636.910000000003,1375.92,424.31,29853.59,12578.899999999998,0.0
"W.H. New 2H","2023-12-01",15319.299999999997,1542.69,526.33,33465.29,8463.03,0.0
"W.H. New 2H","2024-01-01",7506.960000000003,1278.31,423.26,27731.9,12200.969999999998,3260.43
"W.H. New 2H","2024-02-01",14864.009999999997,1490.3,470.36,32333.88,8114.390000000001,0.0
"W.H. New 2H","2024-03-01",16177.140000000001,1633.13,486.17,35436.72,9006.58,0.0
"W.H. New 2H","2024-04-01",14342.849999999999,1468.06,413.84,31858.12,8297.66,0.0
